#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
  113086;113186;22 55 13.62;+08 48 57.9; 4.91;-0.003
  113122;113222;22 55 44.49;+36 21 05.0; 5.73;-0.051
  113146;113246;22 55 56.89;-32 32 22.9; 4.20; 0.952
  113181;113281;22 56 23.63;+41 36 14.0; 5.60;-0.149
  113188;113288;22 56 26.00;+49 44 00.8; 4.99; 1.778
  113207;113307;22 56 47.82;-47 58 09.2; 5.72; 0.226
  113227;113327;22 57 04.49;+48 41 02.7; 5.34;-0.102
  113257;113357;22 57 27.85;+20 46 07.3; 5.45; 0.666
  113268;113368;22 57 38.83;-29 37 18.6; 1.17; 0.145
  113403;113503;22 59 11.80;+11 43 44.2; 5.76; 0.293
  113421;113521;22 59 27.40;+00 57 47.1; 5.43; 0.982
  113432;113532;22 59 35.76;-29 27 44.4; 5.51; 0.271
  113461;113561;23 00 05.10;+56 56 43.4; 5.10; 1.011
  113462;113562;23 00 05.77;-25 09 50.4; 5.66; 1.253
  113522;113622;23 00 42.90;+03 00 43.2; 5.85; 1.343
  113538;113638;23 00 52.87;-52 45 14.8; 4.11; 0.960
  113557;113657;23 01 07.50;-50 57 00.1; 5.68; 1.411
  113569;113669;23 01 19.35;-28 51 14.1; 5.55; 1.349
  113586;113686;23 01 31.70;-04 42 41.3; 5.94; 0.992
  113626;113726;23 01 55.25;+42 19 33.5; 3.62;-0.099
  113688;113788;23 02 36.34;+42 45 28.1; 5.09; 0.094
  113701;113801;23 02 44.29;-20 52 13.4; 5.97; 0.946
  113760;113860;23 03 29.76;-34 44 58.6; 5.12; 0.305
  113764;113864;23 03 32.85;+67 12 33.1; 5.25; 1.248
  113781;113881;23 03 46.33;+28 04 56.8; 2.44; 1.655
  113789;113889;23 03 52.61;+03 49 12.3; 4.48;-0.115
  113801;113902;23 03 59.63;-41 28 44.5; 5.79; 1.069
  113819;113919;23 04 10.83;+50 03 06.1; 4.64; 1.058
  113857;113957;23 04 39.57;-53 57 52.7; 5.37; 1.453
  113863;113963;23 04 45.62;+15 12 19.3; 2.49;-0.002
  113869;113969;23 04 52.15;-68 49 13.4; 5.53; 0.395
  113896;113996;23 05 09.71;-07 41 37.7; 5.44; 0.312
  114003;114104;23 06 36.81;+59 25 11.2; 4.84;-0.060
  114017;114119;23 06 40.81;-23 44 35.2; 4.48; 0.892
  114030;114131;23 06 52.77;-43 31 13.2; 4.28; 0.423
  114031;114132;23 06 53.60;-38 53 32.3; 5.62; 0.006
  114043;114144;23 07 00.26;+09 24 34.3; 4.54; 1.559
  114054;114155;23 07 06.74;+25 28 06.0; 4.76; 1.285
  114066;114167;23 07 14.81;-50 41 11.8; 5.81; 0.486
  114088;114189;23 07 28.65;+21 08 03.7; 5.97; 0.259
  114099;114200;23 07 39.28;+46 23 14.3; 5.30; 1.409
  114109;114210;23 07 45.25;+49 17 43.6; 5.68; 0.449
  114121;114222;23 07 53.84;+75 23 15.3; 4.41; 0.802
  114153;114254;23 08 21.10;-28 49 24.8; 5.60; 0.882
  114172;114273;23 08 40.84;+02 07 39.4; 5.42; 0.908
  114240;114341;23 09 26.76;-21 10 20.9; 3.68; 1.202
  114246;114347;23 09 31.45;+08 40 37.8; 5.05; 1.484
  114264;114365;23 09 44.14;+59 19 57.7; 5.68; 0.315
  114265;114366;23 09 44.62;-28 05 18.9; 5.88; 1.311
  114274;114375;23 09 54.88;-22 27 27.3; 4.71; 0.674
  114280;114382;23 09 57.64;-42 51 40.2; 5.83; 0.475
  114288;114389;23 10 01.47;+09 49 19.6; 5.39;-0.068
  114306;114407;23 10 09.72;-40 35 29.2; 5.90; 1.565
  114320;114421;23 10 21.43;-45 14 47.9; 3.88; 0.998
  114329;114430;23 10 27.36;+43 32 41.1; 5.91; 0.450
  114348;114449;23 10 42.62;+17 35 40.0; 5.68; 1.330
  114419;114520;23 11 44.19;+08 43 12.5; 5.15; 0.139
  114469;114570;23 12 32.92;+49 24 21.5; 4.53; 0.302
  114521;114622;23 13 14.74;+57 10 03.5; 5.57; 1.000
  114540;114641;23 13 26.51;+11 03 54.1; 5.85; 1.004
  114623;114724;23 14 19.33;-06 02 54.7; 4.22; 1.545
  114644;114745;23 14 37.02;+74 13 52.5; 5.89;-0.010
  114674;114775;23 14 58.53;-41 06 18.5; 5.77; 1.160
  114721;114822;23 15 34.26;-03 29 46.9; 5.56; 0.062
  114730;114831;23 15 37.71;+70 53 17.1; 5.55; 0.263
  114754;114855;23 15 53.28;-09 05 15.7; 4.24; 1.107
  114820;114921;23 16 39.79;-44 29 20.9; 5.92; 1.053
  114823;114924;23 16 42.19;+53 12 50.6; 5.58; 0.556
  114838;114939;23 16 50.95;-07 43 35.3; 4.93; 1.613
  114847;114948;23 16 57.47;-62 00 04.1; 5.64; 0.521
  114870;114971;23 17 09.49;+03 16 56.1; 3.70; 0.916
  114895;114996;23 17 25.81;-58 14 09.3; 3.99; 0.410
  114921;115022;23 17 44.62;+49 00 55.0; 4.82; 1.668
  114931;115033;23 17 54.20;-09 10 57.0; 4.41;-0.144
  114953;115054;23 18 09.79;-40 49 26.6; 5.54; 0.445
  114964;115065;23 18 23.33;+41 46 25.3; 5.98; 0.215
  114988;115088;23 18 37.41;+68 06 41.1; 4.75; 0.836
  115001;115102;23 18 49.43;-32 31 54.6; 4.41; 1.109
  115014;115115;23 18 57.65;-09 36 38.6; 4.99;-0.022
  115024;115125;23 19 06.37;-13 27 17.0; 5.19; 0.895
  115026;115126;23 19 06.51;-13 27 30.4; 5.20; 0.787
  115041;115142;23 19 23.86;-05 07 27.5; 5.56; 0.386
  115043;115144;23 19 24.11;-18 04 31.4; 5.96; 1.534
  115051;115152;23 19 29.79;+48 37 30.7; 5.44; 1.014
  115090;115191;23 19 52.38;+42 04 40.9; 5.81; 1.512
  115126;115227;23 20 20.54;+05 22 53.2; 5.05; 1.204
  115149;115250;23 20 38.22;+23 44 25.3; 4.58; 0.180
  115170;115271;23 20 49.50;+30 24 54.3; 5.58; 1.501
  115179;115280;23 20 53.17;+38 10 56.9; 5.77; 0.468
  115211;115312;23 21 15.51;-26 59 12.3; 5.65; 0.817
  115254;115355;23 21 54.93;+31 48 44.9; 5.35;-0.101
  115294;115395;23 22 32.52;+60 08 00.6; 5.56; 1.679
  115303;115404;23 22 39.10;-15 02 21.8; 5.19; 0.203
  115336;115438;23 22 58.30;-20 06 01.2; 3.96; 1.082
  115342;115444;23 23 04.56;+12 18 50.2; 5.09; 1.315
  115434;115537;23 24 13.24;-51 53 27.9; 5.75; 1.611
  115488;115590;23 24 50.25;+62 16 58.2; 4.96; 1.676
  115489;115591;23 24 50.82;+32 23 05.5; 5.56;-0.075
  115518;115620;23 25 19.37;-56 50 56.2; 5.60; 1.063
  115521;115623;23 25 22.66;+23 24 14.4; 4.42; 0.617
  115567;115669;23 26 02.82;-20 38 30.7; 4.38; 1.460
  115611;115713;23 26 36.54;-52 43 18.9; 5.53; 0.409
  115639;115738;23 26 55.91;+01 15 21.0; 4.95; 0.036
  115644;115746;23 26 59.92;+87 18 26.8; 5.56; 0.250
  115653;115755;23 27 07.33;+42 54 43.1; 5.75;-0.007
  115667;115769;23 27 14.93;-58 28 34.6; 5.63; 0.983
  115668;115770;23 27 16.42;+70 21 35.3; 5.60; 0.163
  115704;115806;23 27 40.37;+25 10 02.5; 5.99;-0.066
  115728;115830;23 27 58.17;+06 22 44.8; 4.27; 1.062
  115734;115836;23 28 03.57;-87 28 56.1; 5.50; 1.278
  115806;115908;23 29 00.93;-63 06 38.2; 5.66;-0.142
  115817;115919;23 29 09.26;+12 45 37.8; 4.54; 0.939
  115889;115990;23 30 01.92;+58 32 56.1; 4.89;-0.122
  115974;116076;23 31 17.20;+39 14 11.0; 5.22; 1.029
  116128;116231;23 32 58.19;-37 49 06.1; 4.38;-0.095
  116144;116247;23 33 16.63;-20 54 52.3; 4.70; 0.020
  116147;116250;23 33 19.55;-77 23 07.2; 5.82; 0.681
  116162;116264;23 33 28.09;+22 29 55.7; 5.33; 1.481
  116207;116310;23 33 57.15;+31 19 31.2; 4.97; 1.383
  116220;116323;23 34 08.95;-01 14 51.1; 5.91; 0.299
  116251;116354;23 34 37.55;+40 14 11.6; 5.55; 0.096
  116252;116355;23 34 38.21;+33 29 50.2; 5.63; 1.042
  116265;116368;23 34 49.33;-15 14 44.9; 5.95; 1.350
  116277;116380;23 34 59.03;+71 38 31.4; 5.86; 1.681
  116286;116389;23 35 04.53;-42 36 54.4; 4.69; 0.078
  116392;116495;23 36 23.35;+02 06 07.5; 5.68; 0.449
  116479;116582;23 37 32.03;+44 25 44.5; 5.81;-0.064
  116481;116584;23 37 33.71;+46 27 33.0; 3.81; 0.984
  116488;116591;23 37 39.54;-13 03 37.1; 5.66; 1.025
  116499;116602;23 37 50.94;-45 29 32.4; 4.74; 0.082
  116508;116611;23 37 56.77;+18 24 02.2; 5.49; 0.010
  116528;116631;23 38 08.18;+43 16 05.1; 4.29;-0.083
  116550;116653;23 38 23.69;-76 52 10.2; 5.99; 0.907
  116606;116709;23 39 08.35;+50 28 18.3; 5.35;-0.061
  116611;116714;23 39 10.16;+75 17 34.3; 5.95; 0.124
  116624;116727;23 39 20.98;+77 37 55.1; 3.21; 1.031
  116625;116728;23 39 21.17;+74 00 09.4; 5.98; 0.889
  116655;116758;23 39 47.04;-14 13 19.4; 4.97; 0.257
  116665;116768;23 39 54.99;+09 40 38.4; 5.99; 0.212
  116668;116771;23 39 56.82;+05 37 38.5; 4.13; 0.507
  116702;116805;23 40 24.44;+44 20 02.3; 4.15;-0.071
  116717;116820;23 40 38.21;-32 04 22.8; 5.30; 0.965
  116750;116853;23 41 08.87;-11 40 50.4; 5.89; 0.984
  116786;116889;23 41 34.51;-18 01 36.8; 5.36; 1.580
  116798;116901;23 41 45.80;-17 48 59.5; 4.82; 0.822
  116815;116918;23 41 56.71;+07 15 02.3; 5.89; 0.101
  116825;116928;23 42 02.88;+01 46 49.5; 4.49; 0.200
  116854;116957;23 42 27.81;-15 26 52.7; 5.27; 1.344
  116868;116971;23 42 43.28;-14 32 41.1; 4.49;-0.032
  116916;117020;23 43 22.36;+10 19 53.4; 5.09; 1.692
  116969;117073;23 43 59.44;+29 21 41.6; 4.93; 0.935
  116984;117088;23 44 12.03;-64 24 16.3; 5.73; 1.393
  116985;117089;23 44 12.06;-18 16 36.9; 5.24;-0.084
  117021;117125;23 44 40.68;-78 47 29.2; 5.74; 1.108
  117114;117218;23 46 00.84;-18 40 42.1; 5.28; 0.299
  117117;117221;23 46 02.04;+46 25 13.0; 4.97; 1.086
  117141;117245;23 46 23.54;+03 29 12.7; 4.95; 2.508
  117161;117265;23 46 36.73;+66 46 56.1; 5.95;-0.049
  117195;117299;23 47 01.91;+57 27 05.0; 5.55; 1.630
  117197;117301;23 47 03.39;+58 39 06.7; 4.88; 1.122
  117210;117314;23 47 15.94;-11 54 39.2; 5.74; 1.068
  117211;117315;23 47 15.99;-50 13 35.1; 5.18;-0.164
  117267;117371;23 47 54.75;+67 48 24.5; 5.05; 0.007
  117271;117375;23 47 56.49;-02 45 41.8; 5.49; 0.941
  117343;117447;23 48 50.17;+62 12 52.3; 5.43; 0.670
  117348;117452;23 48 55.48;-28 07 48.1; 4.59; 0.001
  117387;117491;23 49 27.48;+01 04 34.3; 5.77; 0.167
  117396;117500;23 49 39.35;+28 50 32.4; 5.95; 0.187
  117398;117503;23 49 40.96;+36 25 31.4; 5.86; 0.806
  117437;117541;23 50 14.65;-09 58 27.6; 5.93; 1.133
  117463;117567;23 50 33.26;-14 24 05.2; 5.70; 1.488
  117524;117628;23 51 21.25;+09 18 48.6; 5.77; 1.661
  117525;117629;23 51 21.32;-18 54 33.0; 5.17;-0.122
  117579;117683;23 51 57.83;+02 55 49.5; 5.59; 1.527
  117585;117689;23 52 06.69;-82 01 07.6; 5.10; 0.934
  117614;117718;23 52 29.29;+19 07 13.3; 5.06; 1.587
  117618;117722;23 52 30.05;-14 15 04.3; 5.85; 1.252
  117626;117730;23 52 37.12;+10 56 50.4; 5.30; 0.186
  117652;117756;23 52 50.49;-08 59 48.1; 5.76; 1.171
  117657;117761;23 52 55.52;-03 09 19.4; 5.93; 1.069
  117759;117863;23 54 23.04;+57 29 57.8; 4.51; 1.190
  117783;117887;23 54 46.65;+00 06 33.6; 5.78; 1.466
  117973;118077;23 57 08.49;+55 42 20.6; 5.57; 0.478
  117988;118092;23 57 19.78;-62 57 23.8; 5.95; 0.101
  118010;118114;23 57 32.99;-82 10 11.1; 5.72; 1.055
  118018;118121;23 57 34.97;-64 17 53.1; 5.00; 0.060
  118027;118131;23 57 45.55;+25 08 29.3; 4.63; 1.584
  118105;118209;23 58 40.41;-03 33 20.9; 4.88; 0.930
  118130;118234;23 58 55.72;-52 44 45.4; 5.13; 1.121
  118139;118243;23 59 00.53;+55 45 17.8; 4.88;-0.071
  118164;118268;23 59 18.60;+06 51 48.9; 4.03; 0.419
  118173;118277;23 59 27.90;-29 29 06.6; 5.59; 1.599
  118177;118281;23 59 29.33;+33 43 26.9; 5.81; 0.539
  118218;118322;23 59 54.91;-65 34 37.5; 4.49;-0.075

      25;    25;00 00 19.05;-44 17 25.1; 6.28; 0.763
      34;    34;00 00 23.87;+26 55 05.7; 6.43; 0.514
      43;    43;00 00 30.98;+59 33 35.1; 6.18; 1.032
      50;    50;00 00 34.29;-53 05 51.6; 6.49; 0.616
      63;    63;00 00 43.62;+45 15 12.0; 6.36;-0.047
     106;   106;00 01 19.24;+49 58 53.7; 6.22; 0.970
     128;   128;00 01 39.30;+73 36 42.8; 6.50; 0.182
     137;   137;00 01 43.85;+42 22 01.7; 6.25;-0.042
     186;   186;00 02 24.17;+08 57 24.6; 6.33; 0.182
     238;   238;00 02 57.43;-20 02 45.9; 6.25; 0.526
     253;   253;00 03 07.82;-24 08 42.5; 6.46; 1.176
     274;   274;00 03 25.72;+63 38 25.9; 6.24; 0.332
     302;   302;00 03 51.63;+66 42 43.9; 6.31; 1.629
     345;   345;00 04 20.30;-29 16 07.8; 6.38; 0.006
     366;   365;00 04 36.60;+42 05 33.2; 6.11; 0.159
     394;   394;00 04 53.21;+34 39 34.4; 6.09; 0.632
     399;   399;00 04 55.93;+26 38 55.7; 6.25; 1.368
     410;   410;00 05 01.13;+27 40 29.3; 6.47; 0.946
     417;   417;00 05 03.80;-00 30 10.5; 6.32; 1.099
     544;   544;00 06 36.53;+29 01 19.0; 6.07; 0.752
     560;   560;00 06 50.02;-23 06 26.7; 6.19; 0.386
     602;   602;00 07 18.27;-17 23 13.3; 6.20; 0.133
     635;   635;00 07 44.10;-02 32 55.3; 6.43;-0.146
     664;   664;00 08 12.09;-02 26 51.7; 6.18; 1.366
     694;   695;00 08 32.87;+63 12 14.6; 6.41; 0.998
     695;   696;00 08 33.49;-17 34 40.9; 6.11; 1.664
     698;   699;00 08 41.02;+36 37 38.7; 6.21; 0.504
     715;   716;00 08 52.07;+25 27 46.3; 6.24; 0.976
     727;   728;00 09 00.16;+28 14 51.2; 6.47; 0.242
     729;   730;00 09 02.35;-54 00 07.1; 6.32; 0.738
     759;   760;00 09 19.83;+79 42 52.7; 6.01; 0.203
     797;   798;00 09 52.10;-62 17 48.6; 6.34; 0.164
     966;   967;00 11 59.03;+48 09 08.5; 6.18; 1.467
    1008;  1009;00 12 34.08;+44 42 26.1; 6.50; 1.112
    1075;  1076;00 13 23.93;+26 59 15.4; 6.24; 0.680
    1098;  1099;00 13 44.38;-26 17 05.9; 6.14; 1.490
    1122;  1123;00 14 02.29;+33 12 21.9; 6.22; 0.009
    1192;  1193;00 14 55.87;+22 17 03.3; 6.25;-0.004
    1194;  1195;00 14 58.21;-34 54 15.1; 6.17; 1.344
    1195;  1196;00 14 58.78;+08 49 15.7; 6.02; 0.312
    1207;  1208;00 15 06.93;+31 32 08.7; 6.34; 1.555
    1214;  1215;00 15 10.55;+27 17 00.5; 6.35;-0.002
    1267;  1269;00 15 54.87;+61 00 00.7; 6.43; 0.838
    1268;  1268;00 15 54.94;-75 54 41.8; 6.49; 0.983
    1294;  1296;00 16 13.88;+76 57 02.7; 6.35;-0.044
    1301;  1302;00 16 21.50;+43 35 42.4; 6.12; 0.068
    1318;  1319;00 16 34.06;+08 14 24.7; 6.12; 0.919
    1330;  1331;00 16 42.35;-20 12 36.2; 6.50;-0.108
    1401;  1402;00 17 32.69;-19 03 03.9; 6.46; 0.386
    1414;  1415;00 17 43.07;+51 25 59.1; 6.11;-0.151
    1420;  1421;00 17 47.65;+01 41 19.3; 6.19; 0.937
    1464;  1465;00 18 17.27;+11 12 22.6; 6.07; 1.036
    1498;  1499;00 18 41.62;-08 03 09.5; 6.47; 0.674
    1500;  1501;00 18 42.15;+43 47 28.1; 6.10;-0.074
    1501;  1502;00 18 42.52;-43 14 08.1; 6.33; 1.210
    1573;  1575;00 19 41.58;+40 43 46.2; 6.35; 1.179
    1637;  1639;00 20 30.92;+48 58 07.1; 6.46; 0.564
    1770;  1772;00 22 25.45;+13 28 56.8; 6.25; 1.225
    1801;  1803;00 22 51.55;-12 12 34.5; 6.39; 0.659
    1819;  1821;00 23 04.35;-15 56 33.4; 6.43; 1.595
    1937;  1939;00 24 29.67;-02 13 08.3; 6.08; 1.216
    1946;  1948;00 24 38.15;+14 18 55.9; 6.48; 1.161
    2084;  2086;00 26 21.74;-18 41 37.0; 6.24; 1.622
    2098;  2100;00 26 37.37;-00 02 58.3; 6.16; 0.893
    2176;  2178;00 27 31.02;+16 01 31.7; 6.44; 0.230
    2211;  2213;00 27 58.48;+19 30 50.7; 6.40; 0.990
    2222;  2224;00 28 12.69;+16 26 42.4; 6.05; 1.580
    2233;  2235;00 28 20.03;+10 11 25.2; 6.05; 0.447
    2235;  2237;00 28 21.17;-20 20 05.2; 6.44; 0.594
    2254;  2256;00 28 42.98;-50 31 58.2; 6.26; 1.090
    2268;  2270;00 28 56.67;+36 53 58.9; 6.28; 0.916
    2335;  2337;00 29 51.81;-14 51 50.5; 6.15; 0.388
    2386;  2388;00 30 27.83;-40 56 22.7; 6.18; 0.315
    2420;  2422;00 30 54.20;+77 01 10.2; 6.18; 0.883
    2472;  2474;00 31 25.20;+66 31 10.7; 6.18;-0.100
    2581;  2583;00 32 49.09;+28 16 48.8; 6.26; 0.965
    2626;  2628;00 33 19.20;+70 58 54.7; 6.41;-0.007
    2627;  2629;00 33 23.23;-71 15 58.4; 6.11; 0.265
    2661;  2663;00 33 43.85;-35 00 03.0; 6.41; 0.617
    2705;  2707;00 34 24.89;+66 45 01.3; 6.47;-0.049
    2732;  2734;00 34 55.41;+13 22 16.6; 6.39; 1.136
    2787;  2789;00 35 33.32;-54 49 18.3; 6.04; 1.001
    2830;  2832;00 35 54.88;+13 12 27.0; 6.32; 0.517
    2844;  2846;00 36 03.20;-14 58 22.4; 6.45; 1.063
    2850;  2852;00 36 06.90;-22 50 32.0; 6.06; 0.297
    2886;  2889;00 36 37.59;-65 07 27.9; 6.43; 1.260
    2924;  2926;00 37 07.20;+24 00 51.3; 6.18; 1.170
    2935;  2937;00 37 18.18;-54 23 37.7; 6.40; 0.995
    2951;  2954;00 37 30.44;+03 08 07.8; 6.43; 1.339
    3054;  3056;00 38 48.75;-25 06 28.0; 6.43; 1.482
    3130;  3132;00 39 47.75;+82 29 36.9; 6.38; 0.551
    3173;  3175;00 40 28.56;-16 30 59.8; 6.49; 0.910
    3183;  3185;00 40 32.40;-23 48 14.4; 6.14; 0.718
    3267;  3269;00 41 35.98;+24 37 44.6; 6.06; 0.298
    3332;  3334;00 42 31.01;+58 45 12.4; 6.18;-0.004
    3352;  3356;00 42 42.89;-38 27 48.5; 6.05;-0.024
    3434;  3436;00 43 50.09;-12 00 40.7; 6.01; 1.107
    3487;  3489;00 44 31.52;-62 29 51.4; 6.06; 0.446
    3525;  3527;00 44 59.72;-53 42 53.6; 6.15; 0.524
    3550;  3552;00 45 24.10;-04 37 45.3; 6.15; 1.652
    3557;  3559;00 45 28.71;-12 52 49.1; 6.15; 0.603
    3574;  3576;00 45 41.70;-16 25 27.1; 6.47; 0.314
    3602;  3604;00 46 10.80;+44 51 41.4; 6.03;-0.063
    3638;  3641;00 46 38.23;+69 19 31.3; 6.39; 0.424
    3647;  3649;00 46 42.47;+59 34 28.3; 6.41; 1.081
    3683;  3685;00 47 13.56;+19 34 43.3; 6.11; 0.270
    3805;  3807;00 48 56.74;-46 41 51.7; 6.28; 0.897
    3855;  3858;00 49 33.44;-23 21 43.6; 6.27; 0.132
    3900;  3903;00 50 03.76;-43 23 41.8; 6.49; 0.286
    3916;  3919;00 50 18.21;+45 00 08.1; 6.13; 0.043
    3962;  3965;00 50 57.27;+51 30 28.9; 6.38; 0.307
    3985;  3988;00 51 16.39;+61 48 19.8; 6.04; 1.880
    3989;  3992;00 51 18.31;+03 23 06.6; 6.39; 1.069
    4020;  4023;00 51 33.79;+51 34 17.2; 6.22; 0.032
    4161;  4164;00 53 12.39;-24 46 37.1; 6.44; 0.439
    4182;  4185;00 53 28.22;+37 25 05.9; 6.07; 1.139
    4209;  4212;00 53 47.53;+52 41 21.6; 6.27; 0.191
    4254;  4257;00 54 17.58;-08 44 26.0; 6.15; 0.911
    4295;  4298;00 55 05.22;+48 40 42.8; 6.28; 1.681
    4314;  4317;00 55 14.66;+24 33 25.5; 6.19; 1.546
    4360;  4363;00 55 55.53;-27 46 33.0; 6.11; 1.674
    4363;  4366;00 55 58.52;+27 12 33.7; 6.08; 0.133
    4379;  4382;00 56 09.12;+13 57 07.1; 6.46; 0.962
    4380;  4383;00 56 12.93;+57 59 47.7; 6.20; 1.376
    4443;  4446;00 56 54.99;+68 46 32.7; 6.39; 0.375
    4472;  4475;00 57 19.53;+61 25 19.0; 6.44; 0.940
    4497;  4501;00 57 39.64;+45 50 21.8; 6.10; 1.028
    4517;  4520;00 57 54.52;+13 41 45.2; 6.30; 0.895
    4555;  4558;00 58 18.90;+21 24 16.2; 6.47; 0.089
    4560;  4563;00 58 22.18;-60 41 46.7; 6.23; 0.096
    4652;  4655;00 59 49.67;+06 28 59.7; 6.14; 1.654
    4706;  4709;01 00 30.87;+70 58 58.8; 6.40; 0.135
    4783;  4786;01 01 27.04;+49 32 39.2; 6.48; 1.099
    4798;  4801;01 01 38.60;-16 15 55.3; 6.47; 1.184
    4826;  4829;01 02 01.81;-57 00 08.7; 6.12; 0.935
    4841;  4844;01 02 18.47;+51 02 05.9; 6.48; 0.122
    4876;  4879;01 02 42.89;-65 27 22.0; 6.25; 1.634
    4908;  4911;01 03 01.47;+47 22 34.3; 6.46; 0.248
    4929;  4932;01 03 17.76;-29 31 32.8; 6.28; 0.932
    4977;  4979;01 03 48.96;+01 22 01.0; 6.06; 0.271
    5031;  5034;01 04 27.57;+29 39 32.8; 6.20; 0.443
    5039;  5042;01 04 32.61;-33 31 58.0; 6.44; 1.071
    5071;  5074;01 04 52.62;+05 39 22.7; 6.03; 1.525
    5118;  5121;01 05 36.90;-09 58 45.3; 6.09; 1.012
    5137;  5141;01 05 49.22;+04 54 31.2; 6.35; 0.383
    5167;  5170;01 06 07.73;-23 59 32.5; 6.12; 1.076
    5172;  5175;01 06 11.20;+32 10 53.6; 6.28; 1.308
    5199;  5204;01 06 33.62;+12 57 21.5; 6.14; 0.962
    5236;  5240;01 07 00.07;+56 56 06.9; 6.41; 1.188
    5247;  5251;01 07 09.44;+53 29 53.5; 6.31; 1.499
    5254;  5259;01 07 12.88;-23 59 46.5; 6.36; 0.238
    5311;  5315;01 07 59.58;+01 59 38.7; 6.44; 0.847
    5315;  5319;01 08 01.20;+32 00 43.9; 6.23; 0.398
    5406;  5412;01 09 12.29;+80 00 42.0; 6.24; 0.922
    5473;  5477;01 10 07.38;-57 41 38.9; 6.41; 0.888
    5479;  5483;01 10 11.43;+15 40 26.3; 6.07; 1.535
    5481;  5485;01 10 11.96;-08 54 21.7; 6.40; 1.029
    5571;  5575;01 11 28.97;+10 17 30.9; 6.49; 0.891
    5646;  5650;01 12 34.06;+45 20 14.9; 6.13; 1.652
    5675;  5679;01 12 59.46;+30 03 51.5; 6.24; 0.980
    5684;  5688;01 13 09.82;+61 42 22.3; 6.40; 0.018
    5739;  5743;01 13 45.17;+07 34 42.2; 6.44; 0.492
    5768;  5772;01 14 04.87;+28 31 46.9; 6.33; 1.684
    5819;  5824;01 14 42.40;+06 59 42.7; 6.04; 1.081
    5924;  5928;01 16 12.60;+87 08 44.0; 6.20; 1.114
    5931;  5936;01 16 18.90;+33 06 53.3; 6.04; 1.163
    5942;  5947;01 16 31.04;+79 54 35.5; 6.27; 0.440
    5987;  5992;01 17 03.68;-66 23 52.4; 6.23; 0.052
    5989;  5993;01 17 05.05;+44 54 07.5; 6.11; 1.590
    6020;  6025;01 17 24.14;+31 44 40.6; 6.36; 1.132
    6082;  6087;01 18 10.14;+47 25 11.0; 6.29; 1.357
    6088;  6093;01 18 13.89;+57 48 11.4; 6.39; 1.589
    6135;  6140;01 18 47.02;+37 23 10.7; 6.44; 0.233
    6256;  6261;01 20 19.45;+77 34 13.7; 6.31; 0.912
    6267;  6272;01 20 27.84;-11 14 19.7; 6.16; 1.102
    6278;  6283;01 20 34.57;-03 14 49.2; 6.26; 1.013
    6307;  6312;01 21 05.19;+64 39 29.5; 6.33; 0.113
    6373;  6378;01 21 58.94;+76 14 20.0; 6.37; 0.283
    6422;  6427;01 22 30.52;-19 04 51.8; 6.35; 0.493
    6424;  6429;01 22 34.82;-00 26 58.7; 6.50; 1.079
    6427;  6432;01 22 36.91;+01 43 35.2; 6.21; 1.482
    6481;  6486;01 23 21.27;+58 08 35.6; 6.36; 0.457
    6507;  6512;01 23 37.31;+34 14 44.2; 6.28; 0.829
    6516;  6522;01 23 46.82;+78 43 33.8; 6.07; 0.389
    6535;  6539;01 24 02.43;-08 00 26.1; 6.21; 0.235
    6584;  6589;01 24 39.91;-15 39 37.5; 6.17; 0.924
    6590;  6595;01 24 41.92;-44 31 42.7; 6.26; 1.122
    6600;  6605;01 24 48.67;-02 50 54.7; 6.17; 0.959
    6664;  6669;01 25 35.66;+23 30 41.7; 6.18; 0.447
    6680;  6685;01 25 46.30;+70 58 47.7; 6.34;-0.011
    6682;  6687;01 25 52.33;-03 55 38.4; 6.50; 1.348
    6697;  6702;01 26 08.62;+34 34 47.7; 6.34; 0.500
    6709;  6714;01 26 23.56;+20 04 15.2; 6.44; 0.947
    6712;  6717;01 26 27.32;-00 23 56.3; 6.42; 1.241
    6771;  6776;01 27 06.21;+34 22 39.3; 6.27; 0.453
